rate,Comment
5,"Yes, it is THAT good.  A nice chewy molasses cookie. EXCELLENT flavor.  When storing these (and other cookies) store a piece of bread with them to keep them moist, otherwise they dry out like rocks!  But these are exactly what you&apos;re looking for - easy, idiot-proof, and EXCELLENT.  MAKE THEM NOW!!!!!!"
5,Substituted butter for the margarine and brown sugar for the white.  They turned out fabulous.  The are the most consistent and uniform cookies I ever make. Tastes like a soft ginger snap. My husband requests them again and again!
5,"I have made these cookies about 15 times over the past few years and they always turn out great. I also use butter instead of margarine. After rolling in sugar and placing on baking sheet, I slightly flatten using a smooth bottomed glass.  Depending on my mood(and time) I will glaze with a simple home-made frosting.  Make sure to watch the timing on these cookies, it is critical."
4,very good however I took the advice of others and made some changes. Doubled the spices only 1tsp of baking soda and used brown sugar. I also dipped all the cookies in powered sugar after they were cooled and it was not only pretty but delicious!
5,This is my favorite cookie recipe I have found on this site. The spice is just right not too subtle not too strong. They are wonderfully soft. I have however made one change. I use one teaspoon baking soda instead of two. I thought the soda taste was too obvious and when I halved the amount they turned out perfect. I also found that if I just slightly softened the margarine instead of fully melting it I was able to skip the chill time.
5,I made them exactly except I used only 1 tsp of soda as suggested. Also since I don&apos;t like eggs I used egg substitute ( good for vegans!!) and they came out perfect. I creamed the sugar in softened NOT melted unsalted butter. The dough mixed nicely with the 2 cups of flour. I chilled the dough for a couple of hours which worked out well. My baking time was about 10 minutes in a gas oven @ 375 F. They cracked beautifully and the taste was chewy and soft with a slightly crisp top due to the sugar. I love them and will bring then to my holiday parties. I&apos;m keeping this recipe for future use.
4,"very tasty.  I Changed a few things.  I halfed the soda as suggested.  I also used brown sugar and butter instead of margerine and a splash of vanilla (you just can&apos;t bake without vanilla).  I cooked them for two different times.  They&apos;re prettier when you cook them till 7 minutes because of they crackle but 6 minutes makes a chewier cookie.  Next time I&apos;ll double the spices.  Thanks for a good recipe! My one year old thinks it&apos;s good too!!  PS Don&apos;t listen to the people who say that batter turns out runny, there&apos;s obviously something they missed in it.  The dough is lovely."
4,Nice flavor. Maybe it&apos;s my oven but these took less than 8 mins. I started taking them out at about 7 mins and the last sheet of cookies removed were actually burnt. Leave them in a ball when you bake and don&apos;t flatten them (like I did on some). They are better thick and chewy otherwise they are more crisp like a gingersnap.
5,"Every year my family has a ""bake off"" when we get together and bake cookies and give them out to friends for Christmas. But being the highly competitive people that we are we make it a contest. For the first time in 7 years of baking I won with these cookies in 2005. I was thrilled! I followed the recipe exactly since I&apos;m really not much of a baker. The results aren&apos;t in yet for 2006 bu so far I am in the lead with two recipes that I also got from this site. Thanks to Brenda and all the others who post thse wonderful recipes!"
3,I grind my own flour and found that I needed more than 2 cups of flour I ended up after baking a batch adding more flour and then they turned out great. In the future I will use 2 1/2 cups of flour. I did use butter as it is MUCH healthier than margarine (it&apos;s natural margarine is NOT) and also used brown sugar.
5,Oh my land!! This!
5,Soo good!! I will make it again! Thanks.
5,Can t get better than this! I will definitely make again
5,Mmm soooo good! Thanks a million! Super soft and delicious.
5,I love anything with that fall like spice to it! This is probably the best recipe for this kind of cookie yet. Like another commenter said there are soft and sooo delicious. My husband doesn t usually like spice kind of cookies but he absolutely LOOOVED these! Whoo Hoo!
5,I recently joined AllRecipies and this is the first recipe I tried. And I loved it!
4,it was good
5,I ve never heard my kids say mmm so many times. I liked them just as much and the recipe wasn t to complicated. Highly recommended.
5,WOW!
5,"excellent!! i browned ground beef, drained the fat, used 3 Tbsp per pound of meat and i added 1/2 Tbsp flour to the seasoning and mixed thoroughly before dusting the meat with it. i added 2/3 cup of water, mixed it up with the ground beef and let it simmer down. would be great with shredded beef or chicken too.it is def hotter than the packaged stuff, so if you don&apos;t like hot, would reccommend cutting the red pepper flakes. it is salty too. don&apos;t substitute sea salt for table salt. it is not an even swap. i did cut the sea salt down slightly...i am making a huge batch of this, sealing it in mason jars with my foodsaver and giving as gifts for christmas. thanks for sharing. i will never go back to packaged mix!!"
5,"This is a fantastic seasoning recipe! Like others have mentioned, no more seasoning packets for me. The flavor was so much richer. I didn&apos;t tell anyone of the change (I cook for a family of 10) and got lots of excellent compliments. I did receive one complaint about the dish I made, but it came from from a very picky young man who thinks that Taco Bell is authentic Mexican food. :-)  After the first time I used this recipe, I made up a large batch of seasoning to have on hand. It was so easy since I had all of the spices in my pantry anyway. I found that 2 *very* heaping tablespoons of the seasoning equals about one regular seasoning packet. My family likes things a little spicy though, so two regular tablespoons would probably be sufficient."
